"Club";"Barra";"Titulo";"Letra"
"river plate";"los borrachos del tablon";"banderas negras";"todos los domingos a la tarde yo vengo alentarte venimos aguantando los trapos para verte a vos al fin va a decir la verdad el que escribo los diarios que river es el más grande de todos y nunca abandonó aunque ganes aunque pierdas yo siempre te sigo que me la chupen todas las hinchadas y el periodismo yo no me voy antes de que termine el partido banderas negras y parlantes no hay por qué esta banda es puro carnaval la boca y avellaneda vamo a quemar y como siempre la doce va a correr sin parar"
"river plate";"los borrachos del tablon";"boca no chamuyes mas";"boca no chamuyes más ya nos vamos a encontrar como allá en mar del plata que corristes sin parar nos mandaste a la yuta porque vos sos un cagón preguntale a di zeo fue el primero que corrió y te salvoo... la policiaa... porque sino estabas corriendo todavía! y te salvoo... la policiaa... porque sino estabas corriendo todavía!"
"river plate";"los borrachos del tablon";"borracho siempre voy descontrolado";"todo lo que yo viví todo lo que yo dejé por seguirte a todas partes nadie lo puede entender porque vos sos la pasión que llevo en el corazón y por eso yo te aliento de la cuna hasta el cajón no me importa si ganás no me importa si perdés ponga huevo millonario donde estés siempre estaré boca no chamuyes más la mentira se acabó vos tiraste gas pimienta porque sos puto y cagón borracho siempre voy descontrolado vamo' a ver al millonario vamo' a ver al tricampeón tu hinchada la que copa en todas partes que cruzó los 7 mares es la que copó japón"
"river plate";"los borrachos del tablon";"cantemos todos que la boca esta de luto";"cantemos todos que nuñez está de fiesta cantemos todos que nuñez es carnaval. cantemos todos que la boca está de luto que son todos negros putos de bolivia y paraguay"
"river plate";"los borrachos del tablon";"cantemos todos que nunez esta de fiesta";"cantemos todos que núñez está de fiesta cantemos todos que núñez es carnaval cantemos todos que la boca esta de luto que son todos negros putos de bolivia y paraguay"
"river plate";"los borrachos del tablon";"che bostero vigilante";"che bostero vigilante vos corres en todas partes sos amigo de la yuta vos sos un hijo de puta aaaaaaa aiaiaiai a la boca la vamoo a quemar aaaaaaa aiaiaiai hoy vienieron con la federal"
"river plate";"los borrachos del tablon";"como te duele la cola";"¡como te duele la cola desde el 9 de diciembre como te duele la cola…"
"river plate";"los borrachos del tablon";"de corazon yo vengo a verte";"hoy te vinimos a ver de la cabeza tomando vino siempre te voy a alentar al millonario siempre lo sigo... de corazón yo vengo a verte y te aliento hasta la muerte yo voy con vos a donde vas y cada dia yo te quiero mas... vamos los millos pongan mas huevo que te lo pide todo el gallinero vamos los millos a ser primeros para que lloren todos los bosteros"
"river plate";"los borrachos del tablon";"de la cuna hasta el cajon";"soy de river y lo sigo a todos lados  donde juegue siempre te voy a alentar  con los bombos la bandera el redoblante  esta banda caminando siempre va  no me importan esos malos resultados  porque a river yo lo quiero de verdad  nunca vas a ver una bandera negra  estaba banda nunca te va a abandonar...  por este amor yo te aliento de la cuna hasta el cajón...  porque yo... dejo todo por verte salir campeón  y al jugador que deje la vida por esos colores  estos son como siempre los borrachos del tablón..."
"river plate";"los borrachos del tablon";"de la mano del muneco vamo a japon";"y dale alegría alegría mi corazón la copa libertadores es mi obsesión copamos belo horizonte y asunción  bostero vos lo miras por televisión ¿qué vas hacer? si vos no tenes los huevos de river plate ¡y si señor! de la mano del muñeco vamo' a japón"
"river plate";"los borrachos del tablon";"decime boca";"decime boca que paso en mar del plata que no te dio la nafta no pudiste aguantar con esos gordos que se daban de guapos los vieron a los borrachos se fueron para atras ay que vergüenza a los que se plantaron los dejaste tirados corriste sin parar... por eso vos sos un cagon la mentira se acabo que paliza que te dieron los borrachos del tablón vos sos un cagon la mentira se acabo estos si son los borrachos los que te corren a vos"
"river plate";"los borrachos del tablon";"decime boca que paso en mar del plata";"decime boca que paso en mar del plata que no te dio la nafta no pudiste aguantar todos esos gordos que se la dan guapos vieron a los borrachos y se fueron para atras hay que verguenza que a los que se plantaron los dejaste tirados.. corriste sin parar!! por eso vos.. sos un cagon.. la mentira se acabo.. que paliza que te dieron los borrachos del tablon por eso vos sos un cagon.. la mentira se acabo..estos si son los borrachos los que te corren a vos"
"river plate";"los borrachos del tablon";"el que no alienta a river para que carajo vino";"descontrolado yo vengo igual de visitante o de local fumando porro tomando vino el que no alienta a river para que carajo vino"
"river plate";"los borrachos del tablon";"esos colores que llevas";"hay que alentar de corazón hay que alentarlo al campeón de la cabeza... que no me importa si ganás que no me importa si perdés yo vengo por la camiseta.. esos colores que llevas son parte de la enfermedad de la que nunca me voy a curar! vamos campeón vamo' a ganar! donde jugues vamos a estar cuando mires para el tablón vamos a estar siempre con vos!!!"
"river plate";"los borrachos del tablon";"esta es la banda de river plate";"esta es la banda de river plate la vuelta vamo a dar de la cabeza yo sempre voy fumando porro y tomando alcohol no me importa lo que digan los bosteros y la policia esta banda esta re loca lo corremo al rojo y a boca"
"river plate";"los borrachos del tablon";"esta es la banda del gallinero";"esta es la banda del gallinero la que se coje a los bosteros se mueve para acá se mueva para allá esta es la banda mas loca q hay"
"river plate";"los borrachos del tablon";"esta es tu hinchada";"vamo vamo vamo millonario  siempre te sigo descontrolado  quiero dar la vuelta en la copa  para que llore toda la boca. ¡esta es tu hinchada! la que esta en las buenas y en las malas  ¡esta es tu gente! la que corre a boca e independiente."
"river plate";"los borrachos del tablon";"esta es tu hinchada la que tiene aguante";"river plate river plate... esta es tu hinchada la que tiene aguante la que te sigue siempre a todas partes y la que nunca te va a abandonar..."
"river plate";"los borrachos del tablon";"hay una cosa que nunca van entender";"hay una cosa que nunca van entender que no se hace de river hay que nacer esta es tu hinchada la que copa en todos lados de la cabeza y todo descontrolado hay una cosa que nunca se va a olvidar que gas pimienta vos tuviste que tirar abandonaste te fuiste en el primer tiempo y despues chamullas de sentimiento vamos campeon yo te sigo de pendejo siempre voy a estar con vos sos la pasión por eso dejo todo para verte tricampeón por eso yo sigo en las buenas y en las malas ganes o pierdas a mi no me importa nada porque apesar de todo lo que hemos vivido yo te sigo alentando millonario querido"
"river plate";"los borrachos del tablon";"hoy te vinimos a ver";"hoy te vinimos a ver vamo' vamo' river plate la banda vino a alentar otra vuelta quiere dar river vos sos la pasión la vida dejo por vos boca no chamuyes más sin fierros no te plantas ohhhhh... te alientan de corazón ohhhhh... los borrachos del tablón"
"river plate";"los borrachos del tablon";"jugando bien o jugando mal";"ole-ole-ole ole-ole-ole-ola ole-ole-ole jugando bien o jugando mal oh yo te quiero no me importa nada te vengo alentar"
"river plate";"los borrachos del tablon";"la academia el rojo y los bosteros";"la academia el rojo y los bosteros a todos los de river nos chupan bien los huevosss"
"river plate";"los borrachos del tablon";"la que corre a boca e independiente";"vamo vamo vamo millonario   siempre te sigo descontrolado   quiero dar la vuelta en la copa   para que llore toda la boca.  ¡esta es tu hinchada!  la que esta en las buenas y en las malas   ¡esta es tu gente!  la que corre a boca e independiente."
"river plate";"los borrachos del tablon";"la que no necesita ningun parlante";"esta es la banda loca del gallinero la que lo sigue a river donde juguemos la que deja la vida por alentarte la que no necesita ningún parlante boca vigilante"
"river plate";"los borrachos del tablon";"le demostramos lo que es river en las malas";"muchos años estuvieron chamuyando la gilada lo queremos ver a river cuando le lleguen las malas y no dicen nada ya no se escucha nada le cerramos el culo a todas las hinchadas no alcanzan las tribunas no alcanzan las entradas les demostramos lo que es river en las malas"
"river plate";"los borrachos del tablon";"llega el domingo voy a ver al campeon";"llega el domingo voy a ver al campeon river vos sos mi locura llevo los trapos para alentarte a vos me chupa un huevo la lluta yo soy de river porque tenemo aguante no como boca son todos vigilantes esta tribuna los noventa minutos no para de alentarte"
"river plate";"los borrachos del tablon";"lo unico que quiero es ver a river campeon";"millonario hoy te vinimo` a ver millonario hoy no podes perder esta hinchada siempre va a alentar donde juegues vas a ser local te alentare hasta la muerte te alentare donde sea lo único que quiero es ver a river campeón y quemar la bombonera"
"river plate";"los borrachos del tablon";"lo unico que quiero es ver a river campeon y quemar la bombonera";"millonario hoy te vinimo` a ver millonario hoy no podes perder esta hinchada siempre va a alentar donde juegues vas a ser local te alentare hasta la muerte te alentare donde sea lo único que quiero es ver a river campeón y quemar la bombonera"
"river plate";"los borrachos del tablon";"los bosteros son asi";"los bosteros son asi son los mas amargos del mundo entero cuando no salen campeón banderas negras ellos pusieron. boca no chamuyes mas con ese tema del sentimiento si cuando vos andas mal la doce se va en el primer tiempo. vos sos cagon vos sos un vigilante la federal te sigue a todas partes. vos sos cagon vos no te la aguantas y en mar del plata corriste sin parar."
"river plate";"los borrachos del tablon";"me gustan las putas y los estimulantes";"soy del gallinero vago y atorrante me gustan las putas y los estimulantes porque tengo huevos voy a todos lados voy a ver a river todo descontrolado! me siento bien y yo tambien me siento bien y yo tambien a pesar de todo me siento bieen!"
"river plate";"los borrachos del tablon";"no me importa lo que digan los bosteros y la policia";"esta es la banda de river plate la vuelta vamo a dar de la cabeza yo sempre voy fumando porro y tomando alcohol no me importa lo que digan los bosteros y la policia esta banda esta re loca lo corremo al rojo y a boca"
"river plate";"los borrachos del tablon";"no veo la hora que llegue el domingo";"no veo la hora que llegue el domingo dejo todo lo que tengo que hacer me voy a ver a river plate la banda esta loca vamo hasta la boca bostero cuidate de river plate que los tiros van a volver vamo millonario vamos a ganar vayas donde vayas te voy a alentar river cada dia yo te quiero mas quiero un campeonato para festejar"
